iter	Logloss
870	0.09498020438
871	0.09495502538
872	0.09493440881
873	0.09491740279
874	0.09489364024
875	0.09487170443
876	0.0948527804
877	0.09483745878
878	0.09481751144
879	0.09479614168
880	0.09477772786
881	0.09475197179
882	0.09473008703
883	0.09470776618
884	0.09468887504
885	0.09465988442
886	0.09464009989
887	0.094618177
888	0.09459484444
889	0.09457362008
890	0.09455148003
891	0.09452591324
892	0.09450244893
893	0.09448693014
894	0.0944650917
895	0.09444481075
896	0.09442480993
897	0.09440600221
898	0.09438493147
899	0.09436607191
900	0.09434588698
901	0.09432312317
902	0.09430880461
903	0.09429186696
904	0.09427005539
905	0.0942493959
906	0.09422731237
907	0.09421074056
908	0.09419212518
909	0.09417602919
910	0.09415456839
911	0.09413477681
912	0.09411449062
913	0.09409779112
914	0.09407948426
915	0.09405613587
916	0.09404075846
917	0.09402047663
918	0.09400337927
919	0.09398564046
920	0.09396557377
921	0.09394618697
922	0.09392838995
923	0.09390977187
924	0.09388887671
925	0.09387054397
926	0.09385456941
927	0.09383107044
928	0.09381030675
929	0.0937903709
930	0.09377447229
931	0.09375640623
932	0.09373739699
933	0.09372121972
934	0.09370103879
935	0.09368308929
936	0.0936666942
937	0.09365106342
938	0.09363203091
939	0.09361613883
940	0.09359605039
941	0.09357850864
942	0.09356376967
943	0.09354464
944	0.09352748177
945	0.09350957429
946	0.09349040448
947	0.09347293346
948	0.09345395622
949	0.09343437197
950	0.09341742089
951	0.09339788063
952	0.09337806129
953	0.09335464962
954	0.09333896641
955	0.0933203304
956	0.09330695067
957	0.09328678145
958	0.09326438332
959	0.09324906751
960	0.09322884065
961	0.09321259255
962	0.0931970477
963	0.09318320917
964	0.09316512999
965	0.09314832122
966	0.09313387893
967	0.09311846413
968	0.09310229105
969	0.09308698614
970	0.09307011673
971	0.09304814253
972	0.09303378844
973	0.09301477988
974	0.09299989335
975	0.09298411066
976	0.09296420806
977	0.09294842326
978	0.092931733
979	0.09291796543
980	0.09289967878
981	0.09288439422
982	0.09286393164
983	0.0928453038
984	0.0928285699
985	0.09281108753
986	0.09279340054
987	0.09277733404
988	0.09275816248
989	0.09273978741
990	0.09272095291
991	0.09270518034
992	0.09268575507
993	0.09266796842
994	0.09265025398
995	0.0926329745
996	0.09261819269
997	0.09260078111
998	0.09258560576
999	0.09256647405
1000	0.0925479212
1001	0.09252842021
1002	0.09251602467
1003	0.09249826732
1004	0.09247944507
1005	0.09245972675
1006	0.0924406371
1007	0.09242502587
1008	0.09240956865
1009	0.09239272133
1010	0.09237342026
1011	0.09235830688
1012	0.09234445118
1013	0.09232747555
1014	0.09231199129
1015	0.09229550563
1016	0.09228293916
1017	0.09226909813
1018	0.09225346237
1019	0.09224209131
1020	0.0922237829
1021	0.09220447375
1022	0.09219076395
1023	0.09217294083
1024	0.09216121842
1025	0.09214918401
1026	0.09213802427
1027	0.09212207896
1028	0.09210718157
1029	0.09209102632
1030	0.09207477429
1031	0.09205942703
1032	0.09204600668
1033	0.09203237727
1034	0.09201957228
1035	0.09200497047
1036	0.09198819778
1037	0.09197076435
1038	0.0919555193
1039	0.09193854391
1040	0.09192356698
1041	0.09190429861
1042	0.09188354747
1043	0.09186948258
1044	0.09185501762
1045	0.09184066198
1046	0.09182090994
1047	0.09180514255
1048	0.09178915372
1049	0.09177738751
1050	0.09175904847
1051	0.09174707681
1052	0.09173127927
1053	0.0917138417
1054	0.09169575315
1055	0.09168481104
1056	0.09166821712
1057	0.09165624161
1058	0.09163903705
1059	0.09162071611
1060	0.09160426726
1061	0.09158742522
1062	0.0915714959
1063	0.09155361426
1064	0.09154322135
1065	0.0915324343
1066	0.09151624751
1067	0.0915034153
1068	0.09148799852
1069	0.09147452642
1070	0.09145934323
1071	0.09144541367
1072	0.09143141044
1073	0.0914201299
1074	0.09140937453
1075	0.09139647773
1076	0.09138348591
1077	0.09137057277
1078	0.09135362451
1079	0.09133704117
1080	0.09131868835
1081	0.09130301447
1082	0.09128995306
1083	0.09127331119
1084	0.09126255248
1085	0.09124621918
1086	0.09123197978
1087	0.09121560505
1088	0.09120519017
1089	0.09119320557
1090	0.09118081813
1091	0.09116693731
1092	0.09115618797
1093	0.09114481637
1094	0.09112867996
1095	0.09111560097
1096	0.09110204919
1097	0.09109022477
1098	0.09107523826
1099	0.09106008034
1100	0.09104845569
1101	0.09103412802
1102	0.09101983847
1103	0.09100370563
1104	0.09098891832
1105	0.09097519664
1106	0.09096295727
1107	0.09094750491
1108	0.09093378977
1109	0.09092376178
1110	0.09090514605
1111	0.09088792889
1112	0.09087619632
1113	0.09086121738
1114	0.09085090004
1115	0.09084027829
1116	0.09082800675
1117	0.09081685141
1118	0.09080220444
1119	0.09078589284
1120	0.0907742575
1121	0.0907572186
1122	0.09074101841
1123	0.09072812771
1124	0.09071613839
1125	0.09070689692
1126	0.09069431332
1127	0.09068013045
1128	0.09066331151
1129	0.09065153083
1130	0.0906332638
1131	0.09061634568
1132	0.09060168022
1133	0.090588399
1134	0.09057523354
1135	0.09056372375
1136	0.09054734162
1137	0.09053285865
1138	0.09052234936
1139	0.09050855421
1140	0.09049042245
1141	0.09047955001
1142	0.09046666616
1143	0.0904578922
1144	0.09044357616
1145	0.09043181142
1146	0.09041426092
1147	0.09040370966
1148	0.09039018217
1149	0.09038053511
1150	0.09036792203
1151	0.09035732144
1152	0.09034005385
1153	0.09032658163
1154	0.09031558173
1155	0.0903033603
1156	0.09029358843
1157	0.09028298848
1158	0.09026834993
1159	0.09025213654
1160	0.09023437741
1161	0.09021819669
1162	0.09020414759
1163	0.09019051027
1164	0.09017946572
1165	0.09016831005
1166	0.09015283892
1167	0.09013818315
1168	0.09012941683
1169	0.09011355829
1170	0.0901033093
1171	0.09008781816
1172	0.0900776458
1173	0.09006552228
1174	0.0900539528
1175	0.09004335888
1176	0.09003408247
1177	0.09002239172
1178	0.0900071355
1179	0.08999522202
1180	0.08998522208
1181	0.08997289206
1182	0.0899583767
1183	0.08994577314
1184	0.08992968747
1185	0.08991953045
1186	0.08990714287
1187	0.08989515304
1188	0.08988170344
1189	0.08986766684
1190	0.08985608774
1191	0.08984204248
1192	0.08983028284
1193	0.08981445929
1194	0.08980013333
1195	0.08978983415
1196	0.08977828605
1197	0.08976544442
1198	0.08975532205
1199	0.08974047932
1200	0.08972863535
1201	0.08971663671
1202	0.0897040859
1203	0.08969275165
1204	0.08967899543
1205	0.08966393558
1206	0.08964859034
1207	0.08963486823
1208	0.08962422962
1209	0.08961151756
1210	0.089600869
1211	0.0895856834
1212	0.08957475508
1213	0.08956346546
1214	0.08955398479
1215	0.08954002393
1216	0.08952954143
1217	0.08951732612
1218	0.08949954676
1219	0.08948789056
1220	0.08947741747
1221	0.08946524808
1222	0.08945254917
1223	0.08944262306
1224	0.0894291687
1225	0.08941907044
1226	0.0894086742
1227	0.08939457793
1228	0.08938385365
1229	0.08937015067
1230	0.08936018999
1231	0.08934910024
1232	0.08934009259
1233	0.08932998769
1234	0.08932019026
1235	0.08930663748
1236	0.08929492506
1237	0.08928303795
1238	0.089272946
1239	0.08926138928
1240	0.08924597399
1241	0.08923751442
1242	0.08922523322
1243	0.08921412915
1244	0.0892022008
1245	0.0891936996
1246	0.08917717784
1247	0.08916529789
1248	0.08915202973
1249	0.08914032713
1250	0.08912963736
1251	0.08911953885
1252	0.08911080525
1253	0.08909636335
1254	0.08908348094
1255	0.08907046308
1256	0.08906048173
1257	0.08904633807
1258	0.08903177846
1259	0.08902549233
1260	0.08901467164
1261	0.08900074796
1262	0.08898828364
1263	0.08897708614
1264	0.0889654692
1265	0.08894840861
1266	0.08893534977
1267	0.08892687722
1268	0.08891293837
1269	0.08890097077
1270	0.08889247122
1271	0.08887808082
1272	0.08886733941
1273	0.08885632363
1274	0.08884559309
1275	0.08883371637
1276	0.0888222437
1277	0.08880757089
1278	0.08879843661
1279	0.08878912473
1280	0.08878083916
1281	0.08877192698
1282	0.08876011208
1283	0.08874872145
1284	0.0887390652
1285	0.08872533469
1286	0.08871576565
1287	0.08870113147
1288	0.08868739719
1289	0.08867462602
1290	0.0886622772
1291	0.08865254967
1292	0.08864439479
1293	0.08863294275
1294	0.08862124747
1295	0.08860976362
1296	0.08860267234
1297	0.08859108022
1298	0.08857690996
1299	0.08856689619
1300	0.08855584564
1301	0.08854548997
1302	0.08853644017
1303	0.08852682184
1304	0.0885147801
1305	0.08850169081
1306	0.08848891647
1307	0.08847897752
1308	0.08846511951
1309	0.08845788531
1310	0.08844886856
1311	0.0884399519
1312	0.08842948754
1313	0.08841311384
1314	0.08840360198
1315	0.0883908169
1316	0.08837733282
1317	0.08836804642
1318	0.08835931993
1319	0.08834783184
1320	0.08833991136
1321	0.08833055439
1322	0.08832316606
1323	0.0883123599
1324	0.08830154346
1325	0.08828763274
1326	0.08827523077
1327	0.08826758777
1328	0.08825919672
1329	0.08824830083
1330	0.08823640608
1331	0.08822384487
1332	0.08821452548
1333	0.08820137796
1334	0.08819097721
1335	0.0881790538
1336	0.08816945411
1337	0.08815756858
1338	0.08814739045
1339	0.08813352247
1340	0.08812260385
1341	0.08810814628
1342	0.08809558502
1343	0.08808364794
1344	0.08807021728
1345	0.08806042709
1346	0.08805160411
1347	0.0880428498
1348	0.08803210112
1349	0.08801818797
1350	0.0880066738
1351	0.08799934458
1352	0.08798500887
1353	0.08797359421
1354	0.08796072221
1355	0.08794985884
1356	0.08794032974
1357	0.0879312225
1358	0.08792463366
1359	0.08791456445
1360	0.087902571
1361	0.08789453825
1362	0.08788605418
1363	0.08787414966
1364	0.08786573337
1365	0.08785602541
1366	0.08784672036
1367	0.08783699068
1368	0.08782797629
1369	0.08782088498
1370	0.08780905471
1371	0.08779905093
1372	0.08779046821
1373	0.08778113764
1374	0.08777403618
1375	0.08775819861
1376	0.08774577737
1377	0.08773664595
1378	0.08772750776
1379	0.08771653946
1380	0.08770564699
1381	0.08769523654
1382	0.08768696529
1383	0.08767658169
1384	0.08766842554
1385	0.08765807071
1386	0.08765001703
1387	0.08764379281
1388	0.08763393011
1389	0.08762471655
1390	0.08761177542
1391	0.08759872699
1392	0.08758809177
1393	0.08757914852
1394	0.0875653119
1395	0.087552253
1396	0.08754173859
1397	0.08753183338
1398	0.08751867621
1399	0.08750937241
1400	0.08749922724
1401	0.08748746604
1402	0.08747732926
1403	0.08746813317
1404	0.08745851805
1405	0.08744874289
1406	0.08744276723
1407	0.08743351366
1408	0.08742028345
1409	0.08740978651
1410	0.08739698321
1411	0.08738913468
1412	0.08738191844
1413	0.08737055093
1414	0.08735814536
1415	0.08734789611
1416	0.08733964318
1417	0.08733006566
1418	0.08731705036
1419	0.08730623389
1420	0.08729769799
1421	0.08728939308
1422	0.08728077296
1423	0.08727069321
1424	0.08725913191
1425	0.08724951948
1426	0.0872384405
1427	0.08722896015
1428	0.08721888237
1429	0.08720690557
1430	0.08719485579
1431	0.0871870657
1432	0.08717484955
1433	0.0871623218
1434	0.08715263209
1435	0.08714533933
1436	0.08713052545
1437	0.08711798527
1438	0.08710569999
1439	0.0870979667
1440	0.08708987149
1441	0.08707824043
1442	0.08706840561
1443	0.08705648626
1444	0.08704748834
1445	0.08704045812
1446	0.08702777967
1447	0.08702180217
1448	0.0870101019
1449	0.08700294719
1450	0.08699351398
1451	0.08698421541
1452	0.08697294689
1453	0.08696294025
1454	0.08695217888
1455	0.08693952521
1456	0.08693032624
1457	0.08692458079
1458	0.08691623941
1459	0.08690551658
1460	0.08689648903
1461	0.08688591498
1462	0.08687548819
1463	0.08686873888
1464	0.08686068335
1465	0.08685160007
1466	0.08684248108
1467	0.08683260298
1468	0.08682253994
1469	0.08680897204
1470	0.08680071693
1471	0.08678863917
1472	0.08678154028
1473	0.08677428919
1474	0.08676316238
1475	0.08675434757
1476	0.0867432177
1477	0.08673451906
1478	0.0867214994
1479	0.08670878594
1480	0.08669922112
1481	0.08669233874
1482	0.08668381705
1483	0.0866730898
1484	0.08666429545
1485	0.08665354826
1486	0.08664569361
1487	0.08663796377
1488	0.08662848278
1489	0.08662199063
1490	0.08661111572
1491	0.08659744358
1492	0.08658850799
1493	0.08657996247
1494	0.0865742933
1495	0.08656505886
1496	0.08655669795
1497	0.08654795176
1498	0.08653824867
1499	0.08653165819
1500	0.08652488767
1501	0.08651454316
1502	0.08650708395
1503	0.0864977854
1504	0.08648952929
1505	0.08648121245
