feature,gain,Fold
TransactionDT,14,1
TransactionAmt,14,1
ProductCD,9,1
card1,381,1
card2,46,1
card3,11,1
card4,0,1
card5,1,1
card6,7,1
addr1,45,1
addr2,0,1
dist1,5,1
dist2,1,1
P_emaildomain,26,1
R_emaildomain,14,1
C1,21,1
C2,5,1
C3,6,1
C4,1,1
C5,2,1
C6,11,1
C7,0,1
C8,6,1
C9,1,1
C10,1,1
C11,11,1
C12,10,1
C13,19,1
C14,34,1
D1,1,1
D2,23,1
D3,9,1
D4,6,1
D5,0,1
D6,0,1
D7,0,1
D8,10,1
D9,0,1
D10,2,1
D11,1,1
D12,2,1
D13,4,1
D14,0,1
D15,3,1
M1,0,1
M2,2,1
M3,4,1
M4,3,1
M5,11,1
M6,6,1
M7,0,1
M8,0,1
M9,0,1
V1,0,1
V2,0,1
V3,1,1
V4,0,1
V5,0,1
V6,0,1
V7,0,1
V8,0,1
V9,0,1
V10,0,1
V11,0,1
V12,1,1
V13,1,1
V14,0,1
V15,0,1
V16,0,1
V17,0,1
V18,0,1
V19,0,1
V20,0,1
V21,0,1
V22,0,1
V23,0,1
V24,0,1
V25,0,1
V26,1,1
V27,0,1
V28,0,1
V29,1,1
V30,0,1
V31,0,1
V32,0,1
V33,0,1
V34,0,1
V35,0,1
V36,0,1
V37,0,1
V38,0,1
V39,0,1
V40,0,1
V41,0,1
V42,0,1
V43,0,1
V44,0,1
V45,10,1
V46,1,1
V47,0,1
TransactionDT,13,2
TransactionAmt,15,2
ProductCD,7,2
card1,385,2
card2,35,2
card3,10,2
card4,0,2
card5,1,2
card6,7,2
addr1,48,2
addr2,0,2
dist1,6,2
dist2,0,2
P_emaildomain,26,2
R_emaildomain,14,2
C1,26,2
C2,6,2
C3,4,2
C4,1,2
C5,1,2
C6,9,2
C7,1,2
C8,2,2
C9,3,2
C10,3,2
C11,10,2
C12,8,2
C13,22,2
C14,31,2
D1,3,2
D2,23,2
D3,8,2
D4,5,2
D5,0,2
D6,0,2
D7,0,2
D8,9,2
D9,0,2
D10,3,2
D11,4,2
D12,2,2
D13,3,2
D14,0,2
D15,3,2
M1,0,2
M2,1,2
M3,2,2
M4,7,2
M5,12,2
M6,8,2
M7,0,2
M8,0,2
M9,0,2
V1,0,2
V2,0,2
V3,0,2
V4,0,2
V5,0,2
V6,0,2
V7,0,2
V8,0,2
V9,0,2
V10,0,2
V11,0,2
V12,0,2
V13,2,2
V14,0,2
V15,0,2
V16,0,2
V17,0,2
V18,0,2
V19,0,2
V20,1,2
V21,0,2
V22,0,2
V23,0,2
V24,0,2
V25,0,2
